Date,FB,AMZN,AAPL,NFLX,GOOGL,FB_Ret,AMZN_Ret,AAPL_Ret,NFLX_Ret,GOOGL_Ret,NASDAQ,NASDAQ_Ret
2012-07-02,30.77,229.32,18.29,9.69,290.53,-0.010610932475884294,0.004247865119334282,0.01498335183129851,-0.009202453987730008,0.0006888712844004273,2951.23,0.005512682918519252
2012-07-03,31.2,229.53,18.5,10.29,294.21,0.013974650633734155,0.0009157509157509123,0.011481683980317127,0.0619195046439629,0.012666506040684313,2976.08,0.00842021801079551
2012-07-05,31.47,227.06,18.82,11.67,298.26,0.008653846153846123,-0.010761120550690563,0.017297297297297343,0.13411078717201175,0.013765677577240787,2976.12,1.3440498911387877e-05
2012-07-06,31.73,225.05,18.7,11.7,293.28,0.008261836669844369,-0.00885228573945207,-0.006376195536663132,0.002570694087403513,-0.016696841681754226,2937.33,-0.01303374863916773
2012-07-09,32.17,225.05,18.95,11.86,293.3,0.013867002836432496,0.0,0.013368983957219305,0.013675213675213628,6.819421713055718e-05,2931.77,-0.0018928755025822142
2012-07-10,31.47,219.5,18.77,11.46,291.14,-0.021759403170655944,-0.024661186403021614,-0.009498680738786236,-0.033726812816188716,-0.0073644732355950815,2902.33,-0.010041715414237817
2012-07-11,30.97,218.37,18.65,11.66,285.88,-0.015888147442008282,-0.005148063781321155,-0.006393180607352167,0.017452006980802626,-0.018066909390671126,2887.98,-0.004944303370050918
2012-07-12,30.81,215.36,18.48,12.14,285.53,-0.0051662899580239285,-0.013783944681045934,-0.009115281501340331,0.04116638078902235,-0.0012242899118511954,2866.19,-0.0075450661015658005
2012-07-13,30.72,218.39,18.67,12.13,288.55,-0.0029211295034079487,0.014069465081723465,0.010281385281385448,-0.0008237232289950437,0.01057682205022248,2908.47,0.014751290040087905
2012-07-16,28.25,216.01,18.73,11.85,287.75,-0.08040364583333326,-0.010897934887128535,0.0032137118371717843,-0.023083264633141032,-0.0027724831051810783,2896.94,-0.003964283626786469
2012-07-17,28.09,216.93,18.73,11.68,288.65,-0.005663716814159336,0.004259062080459231,0.0,-0.014345991561181437,0.003127715030408318,2910.04,0.0045220128825587125
2012-07-18,29.11,217.47,18.71,11.61,290.67,0.03631185475258092,0.00248928225694911,-0.0010678056593699248,-0.005993150684931559,0.006998094578209102,2942.6,0.011188849637805642
2012-07-19,29.0,226.17,18.96,11.87,296.83,-0.0037787701820679595,0.040005518002482976,0.013361838588989759,0.02239448751076667,0.02119241751814771,2965.9,0.007918167606878246
2012-07-20,28.76,228.29,18.65,11.69,305.72,-0.008275862068965467,0.009373480125569378,-0.016350210970464296,-0.015164279696714413,0.02994980291749494,2925.3,-0.013688930847297609
2012-07-23,28.75,226.01,18.64,11.42,308.06,-0.00034770514603621466,-0.00998729685925792,-0.0005361930294904838,-0.02309666381522668,0.0076540625408869625,2890.15,-0.0120158616210303
2012-07-24,28.45,223.04,18.55,11.48,304.09,-0.010434782608695679,-0.013141011459669949,-0.004828326180257525,0.005253940455341555,-0.012887099915600995,2862.99,-0.009397436119232716
2012-07-25,29.34,217.05,17.74,8.61,304.3,0.03128295254833047,-0.026856169296986976,-0.0436657681940702,-0.2500000000000001,0.0006905850241705203,2854.24,-0.00305624539380156
2012-07-26,26.85,220.01,17.74,8.14,306.99,-0.0848670756646216,0.013637410734853585,0.0,-0.05458768873403008,0.008839960565231621,2893.25,0.013667386064241338
2012-07-27,23.71,237.32,18.06,8.42,317.8,-0.1169459962756052,0.07867824189809558,0.018038331454340417,0.03439803439803435,0.03521287338349777,2958.09,0.022410783720729244
2012-07-30,23.15,236.09,18.36,8.25,316.47,-0.023618726275833057,-0.00518287544244056,0.016611295681063117,-0.02019002375296908,-0.004185022026431673,2945.84,-0.0041411856975277495
2012-07-31,21.71,233.3,18.85,8.12,316.8,-0.062203023758099274,-0.011817527214197932,0.026688453159041448,-0.01575757575757586,0.0010427528675702737,2939.52,-0.002145398256524489
2012-08-01,20.88,232.09,18.73,7.79,316.66,-0.03823122984799643,-0.005186455207886853,-0.0063660477453580935,-0.04064039408866982,-0.00044191919191916007,2920.21,-0.006569099716960625
2012-08-02,20.04,230.81,18.76,7.7,314.69,-0.04022988505747127,-0.00551510190012494,0.0016017084890549427,-0.011553273427471145,-0.0062211836038654775,2909.77,-0.0035750853534506355
2012-08-03,21.09,234.97,19.0,7.7,320.99,0.05239520958083843,0.018023482518088496,0.012793176972281328,0.0,0.02001970192888236,2967.9,0.01997752399674213
2012-08-06,21.92,233.99,19.21,8.11,321.73,0.039355144618302695,-0.004170745201515058,0.011052631578947423,0.0532467532467531,0.0023053677684663487,2989.91,0.007416018059907659
2012-08-07,20.72,236.56,19.16,8.27,320.59,-0.05474452554744536,0.010983375357921156,-0.002602811035918861,0.019728729963008677,-0.0035433437975943565,3015.86,0.008679191012438636
2012-08-08,20.72,234.38,19.13,8.26,321.44,0.0,-0.009215421034832638,-0.001565762004175464,-0.0012091898428052696,0.002651361552138409,3011.25,-0.0015285855444218122
2012-08-09,21.01,234.06,19.24,8.27,321.5,0.013996138996139162,-0.001365304206843554,0.005750130684788246,0.001210653753026536,0.00018666002986567062,3018.64,0.0024541303445413387
2012-08-10,21.81,232.75,19.27,8.56,321.32,0.0380771061399332,-0.005596855507134957,0.0015592515592515175,0.03506650544135437,-0.0005598755832038059,3020.86,0.0007354305250046878
2012-08-13,21.6,232.44,19.53,8.56,330.34,-0.009628610729023213,-0.0013319011815252635,0.013492475350285416,0.0,0.028071704220091972,3022.52,0.0005495123905112642
2012-08-14,20.38,233.19,19.58,8.82,334.66,-0.05648148148148158,0.0032266391326793986,0.0025601638504861857,0.03037383177570097,0.01307743536961925,3016.98,-0.0018329076399825617
2012-08-15,21.2,237.42,19.55,9.04,334.1,0.04023552502453387,0.01813971439598605,-0.001532175689478943,0.02494331065759625,-0.0016733401063766527,3030.93,0.004623829127140322
2012-08-16,19.87,241.55,19.72,9.19,336.77,-0.06273584905660368,0.01739533316485553,0.008695652173912993,0.0165929203539823,0.00799161927566594,3062.39,0.010379652449908017
2012-08-17,19.05,241.17,20.09,9.1,338.91,-0.0412682435832914,-0.0015731732560547718,0.018762677484787105,-0.009793253536452662,0.006354485257000553,3076.59,0.004636901243799896
2012-08-20,20.01,240.35,20.62,9.18,338.11,0.05039370078740157,-0.0034000912219596113,0.02638128422100561,0.00879120879120876,-0.002360508689622676,3076.21,-0.00012351337032234788
2012-08-21,19.16,239.45,20.33,9.37,335.09,-0.04247876061969025,-0.003744539213646813,-0.014064015518913786,0.020697167755991286,-0.008932004377273817,3067.26,-0.0029094242590720354
2012-08-22,19.44,243.1,20.73,9.34,338.93,0.014613778705636847,0.015243265817498353,0.019675356615838743,-0.00320170757737448,0.011459607866543431,3073.67,0.0020898130579083407
2012-08-23,19.44,241.2,20.54,9.15,338.74,0.0,-0.007815713698066662,-0.009165460684997684,-0.020342612419700142,-0.0005605877319800888,3053.4,-0.006594722270120035
2012-08-24,19.41,245.74,20.56,9.02,339.65,-0.0015432098765432167,0.018822553897180905,0.0009737098344693162,-0.014207650273224124,0.002686426167562095,3069.79,0.005367786729547408
2012-08-27,19.15,243.92,20.94,8.91,334.94,-0.013395157135497215,-0.007406201676568801,0.018482490272373697,-0.012195121951219412,-0.013867216252024028,3073.19,0.001107567618631844
