Date,FB,AMZN,AAPL,NFLX,GOOGL,FB_Ret,AMZN_Ret,AAPL_Ret,NFLX_Ret,GOOGL_Ret
2017-04-06,141.17,898.28,34.16,143.74,845.1,-0.004793796263658834,-0.012097483723385483,-0.0026277372262775156,0.0008355382258737887,-0.004488108280029657
2017-04-07,140.78,894.88,34.09,143.11,842.1,-0.002762626620386621,-0.0037850113550340625,-0.002049180327868605,-0.004382913593989124,-0.0035498757543486192
2017-04-10,141.04,907.04,34.05,143.85,841.7,0.001846853246199709,0.01358841408903988,-0.0011733646230568384,0.005170847599748285,-0.0004750029687685675
2017-04-11,139.92,902.36,33.68,144.35,839.88,-0.00794100964265465,-0.0051596401481742715,-0.01086637298091031,0.003475842891901282,-0.0021622906023524013
2017-04-12,139.58,896.23,33.72,143.83,841.46,-0.002429959977129581,-0.006793297575247159,0.0011876484560569,-0.0036023553862138957,0.001881221126827759
2017-04-13,139.39,884.67,33.54,142.92,840.18,-0.0013612265367533016,-0.012898474721890651,-0.005338078291814985,-0.006326913717583427,-0.0015211655931358647
2017-04-17,141.42,901.99,33.73,147.25,855.13,0.014563455054164676,0.019577921710920432,0.005664877757900921,0.03029666946543519,0.01779380608917136
2017-04-18,140.96,903.78,33.58,143.36,853.99,-0.00325272238721519,0.001984500936817346,-0.0044470797509634785,-0.026417657045840315,-0.001333130635108093
2017-04-19,142.27,899.2,33.45,139.76,856.51,0.009293416572077273,-0.005067604948106763,-0.0038713519952351394,-0.025111607142857317,0.002950854225459265
2017-04-20,143.8,902.06,33.87,141.18,860.08,0.01075419976101788,0.003180604982206292,0.01255605381165914,0.010160274756725984,0.004168077430502848
2017-04-21,143.68,898.53,33.83,142.87,858.95,-0.0008344923504868262,-0.003913265193002613,-0.001180986123412997,0.011970534069981609,-0.0013138312715096356
2017-04-24,145.47,907.41,34.16,143.83,878.93,0.012458240534521048,0.00988280858735946,0.009754655631096565,0.006719395254427107,0.02326095814657414
2017-04-25,146.49,907.62,34.37,152.16,888.84,0.007011755001031128,0.00023142791020602793,0.006147540983606481,0.05791559479941588,0.01127507310024689
2017-04-26,146.56,909.29,34.17,150.17,889.14,0.00047784831729114075,0.0018399770829200524,-0.005819028222286748,-0.013078338590956973,0.00033751856352104426
2017-04-27,147.7,918.38,34.19,153.08,891.44,0.007778384279475858,0.009996810698457148,0.0005853087503657761,0.01937803822334705,0.0025867692376904117
2017-04-28,150.25,924.99,34.16,152.2,924.52,0.01726472579553162,0.007197456390600765,-0.0008774495466511434,-0.005748628168278147,0.03710849860899201
2017-05-01,152.46,948.23,34.86,155.35,932.82,0.014708818635607468,0.025124595941577788,0.020491803278688714,0.020696452036793822,0.00897763163587606
2017-05-02,152.78,946.94,35.08,156.45,937.09,0.002098911189820196,-0.001360429431677912,0.006310958118187049,0.0070807853234631235,0.0045775176346991575
